Mixture	CD4	m4	Tr	CD8	m8	nB	mB	NK	Mn	mNeu	DC	Eo	Mg	Er
healthy_normal-NU-48-Bulk-WB.bg	0.10437710437710436	0.10247349823321557	0.0570801317233809	0.034636871508379886	0.08130081300813008	0.04896221394358701	0.03752252990332623	0.08461180846118084	0.02022058823529412	0.44504504504504505	0.0177133655394525	0.06518518518518518	0.01732283464566929	0.00946969696969697
healthy_normal-NU-20-Bulk-WB.bg	0.08551724137931034	0.0979020979020979	0.044921875	0.07179487179487179	0.1605839416058394	0.032786885245901634	0.025941068659241503	0.14407960199004974	0.032	0.3922867160109077	0.017351598173515982	0.031007751937984492	0.018439716312056736	0.008603832616347283
healthy_normal-NU-41-Bulk-WB.bg	0.1359773371104816	0.10891089108910892	0.05196182396606575	0.06802030456852792	0.0899581589958159	0.11428571428571427	0.0237485779294653	0.07878539187525646	0.024509803921568627	0.2597879282218597	0.008920606601248885	0.020990764063811927	0.00746268656716418	0.004469727752945957
healthy_normal-NU-35-Bulk-WB.bg	0.10112359550561796	0.11307420494699645	0.037422037422037424	0.08736842105263158	0.09819639278557114	0.04091573307355089	0.029540801403919275	0.1588347863066128	0.009771986970684038	0.3493768801031371	0.016923842707814832	0.09200343938091143	0.010463378176382659	0.01090146750524109
healthy_normal-NU-46-Bulk-WB.bg	0.0634648370497427	0.07024793388429752	0.05235042735042735	0.0407185628742515	0.06813627254509018	0.04583333333333333	0.022192779065915862	0.04383497421472105	0.025728987993138937	0.6426956128448665	0.00977869274318065	0.01939765186319551	0.011608623548922056	0.011716989634970709
healthy_normal-NU-05-Bulk-WB.bg	0.12310286677908938	0.09090909090909093	0.04204545454545455	0.075	0.12524850894632206	0.03886729594669628	0.018439039898267368	0.08358986502486385	0.02651515151515152	0.35442457588262266	0.011326860841423949	0.03197524497163486	0.022375215146299483	0.006323396567299007
healthy_normal-NU-31-Bulk-WB.bg	0.1073943661971831	0.09540636042402828	0.06781750924784218	0.0646830530401035	0.09852216748768472	0.06906392694063927	0.0426161071490694	0.07936905358037055	0.016877637130801686	0.3170608958228485	0.012180974477958236	0.050077439339184314	0.01680672268907563	0.005408062930186824
healthy_normal-NU-24-Bulk-WB.bg	0.1254681647940075	0.12167300380228135	0.06568516421291053	0.04806565064478312	0.12337662337662338	0.03893333333333333	0.02899505766062603	0.1486873508353222	0.0888030888030888	0.21000893655049152	0.011557512383048982	0.029495718363463368	0.019064124783362217	0.0065882352941176465
healthy_normal-NU-45-Bulk-WB.bg	0.07729468599033816	0.11743772241992882	0.04535637149028078	0.038377192982456135	0.14634146341463414	0.08112168252378567	0.032247865950047416	0.07404083464213597	0.0425531914893617	0.3718830610490112	0.01875	0.04103053435114504	0.01834862385321101	0.007220216606498195
healthy_normal-NU-47-Bulk-WB.bg	0.11456628477905073	0.07142857142857142	0.05882352941176471	0.05587892898719441	0.0811965811965812	0.027196652719665274	0.014467408585055644	0.042007266121707534	0.030965391621129323	0.5920826161790017	0.017259414225941426	0.016690510252742013	0.018518518518518517	0.008225108225108227
healthy_normal-NU-14-Bulk-WB.bg	0.16	0.12	0.056056056056056056	0.0814299900695134	0.1564245810055866	0.04666666666666667	0.06092467233184502	0.08888888888888889	0.02015503875968992	0.3149193548387097	0.020633397312859885	0.038822525597269626	0.0076103500761035	0.010847730012053034
healthy_normal-NU-44-Bulk-WB.bg	0.10015898251192368	0.06827309236947791	0.05763688760806916	0.07921928817451206	0.10173160173160173	0.0752797558494405	0.02263083451202263	0.060109289617486336	0.01824817518248175	0.4894286999550158	0.019701810436634718	0.04301075268817205	0.014586709886547812	0.00948081264108352
