Mixture	CD4	m4	Tr	CD8	m8	nB	mB	NK	Mn	mNeu	DC	Eo	Mg	Er
healthy_normal-NU-41-Bulk-WB.bg	0.14918414918414918	0.109375	0.03888888888888889	0.07352941176470587	0.08710801393728224	0.10365251727541956	0.018027861240098333	0.07932229495571813	0.01680672268907563	0.26640926640926643	0.006635071090047393	0.02084942084942085	0.0	0.0016051364365971107
healthy_normal-NU-47-Bulk-WB.bg	0.1178082191780822	0.05681818181818181	0.04283054003724395	0.054878048780487805	0.1	0.009216589861751152	0.009326113116726835	0.040169133192389	0.025	0.633045148895293	0.009868421052631578	0.010273972602739724	0.007556675062972292	0.004205214465937763
healthy_normal-NU-31-Bulk-WB.bg	0.10410094637223977	0.11917098445595856	0.05517241379310345	0.04316546762589928	0.11297071129707112	0.05025773195876289	0.03552585297221245	0.07605101558809636	0.008298755186721992	0.3583138173302108	0.006218905472636815	0.0507380073800738	0.011869436201780416	0.004012036108324975
healthy_normal-NU-14-Bulk-WB.bg	0.18206521739130435	0.1021505376344086	0.036821705426356585	0.07321772639691715	0.1841269841269841	0.0335707019328586	0.05734966592427618	0.09417398244213887	0.008720930232558141	0.3365477338476374	0.009554140127388536	0.03496503496503497	0.002577319587628866	0.0055821371610845286
healthy_normal-NU-20-Bulk-WB.bg	0.06619385342789598	0.11049723756906077	0.02146690518783542	0.0745697896749522	0.1871345029239766	0.01943634596695821	0.016023900054318304	0.15419847328244274	0.026865671641791045	0.4287003610108303	0.011505273250239692	0.025821596244131457	0.00737100737100737	0.0039904229848363925
healthy_normal-NU-44-Bulk-WB.bg	0.11403508771929825	0.0718954248366013	0.023762376237623763	0.0870488322717622	0.12075471698113208	0.0700218818380744	0.01876172607879925	0.0617231033004715	0.01282051282051282	0.5112016293279023	0.008158508158508158	0.040760869565217385	0.005434782608695652	0.005249343832020997
healthy_normal-NU-48-Bulk-WB.bg	0.09705882352941177	0.10555555555555557	0.0395010395010395	0.044534412955465584	0.08856088560885607	0.03615819209039548	0.03476101800124146	0.08448873483535528	0.00980392156862745	0.4720812182741117	0.013729977116704805	0.062226117440841375	0.005128205128205128	0.00539568345323741
healthy_normal-NU-05-Bulk-WB.bg	0.1242603550295858	0.09803921568627452	0.028571428571428567	0.061571125265392775	0.15081967213114755	0.021352313167259787	0.016464740602671637	0.08667883211678833	0.016722408026755852	0.3841991341991342	0.003529411764705883	0.0339943342776204	0.0	0.0017873100983020554
healthy_normal-NU-45-Bulk-WB.bg	0.07627118644067797	0.13855421686746988	0.02880658436213992	0.025193798449612403	0.15309446254071662	0.08099352051835854	0.02573643410852713	0.07827956989247313	0.02631578947368421	0.4182741116751269	0.0032967032967032967	0.03306523681858802	0.010752688172043013	0.0036630036630036634
healthy_normal-NU-46-Bulk-WB.bg	0.049707602339181284	0.04487179487179487	0.020703933747412008	0.03991596638655462	0.049180327868852465	0.03767491926803014	0.018035426731078903	0.04573170731707317	0.00909090909090909	0.6892712550607287	0.0010822510822510825	0.010251630941286114	0.0027548209366391185	0.008741258741258742
healthy_normal-NU-24-Bulk-WB.bg	0.1360544217687075	0.12195121951219512	0.04157549234135667	0.05518763796909492	0.15302491103202848	0.03431372549019608	0.02189311010946555	0.15576748410535876	0.0763888888888889	0.24312431243124316	0.005707762557077625	0.030848329048843187	0.01457725947521866	0.0027777777777777783
healthy_normal-NU-35-Bulk-WB.bg	0.0953757225433526	0.08333333333333333	0.027237354085603117	0.0846774193548387	0.1056338028169014	0.03276955602536998	0.02591419522027066	0.16122531237404272	0.0030120481927710845	0.3659274193548387	0.0076335877862595426	0.09554140127388536	0.0024752475247524753	0.004317789291882556
