Mixture	CD4	m4	Tr	CD8	m8	nB	mB	NK	Mn	mNeu	DC	Eo	Mg	Er
healthy_normal-NU-05-Bulk-WB.bg	0.11267605633802814	0.1092436974789916	0.024464831804281342	0.060317460317460325	0.14414414414414414	0.02144249512670565	0.016780045351473927	0.08467153284671533	0.024844720496894408	0.3797752808988764	0.002178649237472767	0.02818791946308725	0.0	0.002962962962962963
healthy_normal-NU-31-Bulk-WB.bg	0.10679611650485436	0.12781954887218044	0.052287581699346414	0.05172413793103448	0.1111111111111111	0.053418803418803416	0.03198741478762454	0.06883217324052593	0.014388489208633094	0.32608695652173914	0.004545454545454545	0.05518169582772544	0.004201680672268907	0.0016474464579901151
healthy_normal-NU-46-Bulk-WB.bg	0.04979253112033195	0.049180327868852465	0.018867924528301886	0.041401273885350316	0.04186046511627907	0.030965391621129323	0.018957345971563986	0.040931545518701484	0.01098901098901099	0.7080867850098619	0.0	0.006720430107526882	0.003846153846153847	0.0014084507042253524
healthy_normal-NU-45-Bulk-WB.bg	0.08298755186721991	0.13008130081300814	0.018404907975460124	0.024096385542168683	0.13617021276595745	0.0690846286701209	0.02307692307692308	0.06783216783216782	0.0136986301369863	0.4408817635270541	0.00211864406779661	0.034528552456839307	0.011111111111111113	0.0014285714285714286
healthy_normal-NU-48-Bulk-WB.bg	0.09090909090909093	0.10294117647058824	0.018518518518518517	0.04610951008645533	0.08629441624365483	0.035502958579881665	0.03244972577696526	0.08878504672897196	0.0064516129032258064	0.4811133200795229	0.004347826086956522	0.06649616368286446	0.0	0.0
healthy_normal-NU-20-Bulk-WB.bg	0.07508532423208192	0.10948905109489053	0.020671834625323002	0.059701492537313425	0.16872427983539096	0.0132013201320132	0.018503620273531782	0.15361625821876868	0.024844720496894408	0.4492753623188406	0.011986301369863013	0.023153252480705624	0.0	0.002677376171352075
healthy_normal-NU-35-Bulk-WB.bg	0.0912863070539419	0.06569343065693431	0.019498607242339837	0.0830860534124629	0.0970873786407767	0.039927404718693285	0.026429809358752162	0.16376531270148292	0.0053191489361702135	0.3608870967741936	0.006147540983606557	0.0956618464961068	0.0	0.0014858841010401188
healthy_normal-NU-24-Bulk-WB.bg	0.13793103448275862	0.1391304347826087	0.04560260586319218	0.05594405594405594	0.15025906735751296	0.037422037422037424	0.0219941348973607	0.14419610670511895	0.05194805194805195	0.265625	0.002141327623126339	0.029150823827629912	0.01680672268907563	0.0015503875968992248
healthy_normal-NU-41-Bulk-WB.bg	0.12280701754385966	0.10416666666666667	0.030136986301369864	0.0830945558739255	0.11055276381909547	0.10391822827938672	0.01882930822758903	0.07606679035250463	0.01015228426395939	0.25146198830409355	0.003527336860670194	0.021087680355160933	0.0	0.0
healthy_normal-NU-47-Bulk-WB.bg	0.1215686274509804	0.06349206349206349	0.036842105263157884	0.04878048780487805	0.10280373831775699	0.009433962264150943	0.009594417793283908	0.04158544509421702	0.031055900621118005	0.6327272727272727	0.00814663951120163	0.007317073170731708	0.006779661016949152	0.0
healthy_normal-NU-44-Bulk-WB.bg	0.1217391304347826	0.07339449541284404	0.020408163265306117	0.08794788273615635	0.11224489795918367	0.06998158379373849	0.01466414380321665	0.06486486486486487	0.006060606060606061	0.5	0.004301075268817204	0.03506493506493506	0.0	0.0029325513196480943
healthy_normal-NU-14-Bulk-WB.bg	0.19291338582677164	0.1	0.034188034188034185	0.056047197640117986	0.1931330472103004	0.031088082901554407	0.05590062111801242	0.0932642487046632	0.01092896174863388	0.3384321223709369	0.013999999999999999	0.038084874863982585	0.0035460992907801413	0.0013020833333333333
