Mixture	CD4	m4	Tr	CD8	m8	nB	mB	NK	Mn	mNeu	DC	Eo	Mg	Er
healthy_normal-NU-46-Bulk-WB.bg	0.05921052631578948	0.0481283422459893	0.034188034188034185	0.04482225656877898	0.052493438320209966	0.04169662113587348	0.01560732865867451	0.040147103892123816	0.01324503311258278	0.6643267389917039	0.002886002886002886	0.010046885465505691	0.002136752136752137	0.008
healthy_normal-NU-20-Bulk-WB.bg	0.07427536231884058	0.09865470852017937	0.028758169934640518	0.06786703601108034	0.17026378896882494	0.02672750977835724	0.016346153846153847	0.14304741608950453	0.021739130434782608	0.4180281690140845	0.0129366106080207	0.026198439241917504	0.00946969696969697	0.004246284501061571
healthy_normal-NU-31-Bulk-WB.bg	0.10297482837528604	0.10256410256410256	0.05592105263157895	0.04506065857885616	0.10264900662251657	0.06478405315614617	0.03688324377137274	0.07505003335557038	0.011695906432748536	0.3412112259970458	0.004922067268252665	0.047106325706594884	0.009029345372460496	0.004641909814323607
healthy_normal-NU-48-Bulk-WB.bg	0.10940919037199123	0.11255411255411256	0.0436046511627907	0.03687315634218289	0.0782608695652174	0.032575757575757584	0.03502202643171806	0.08512571947894577	0.00980392156862745	0.4628422425032594	0.012987012987012988	0.06165703275529865	0.006012024048096192	0.006926952141057935
healthy_normal-NU-41-Bulk-WB.bg	0.14128440366972478	0.09663865546218488	0.0438957475994513	0.06233062330623306	0.08285714285714285	0.10725964682799216	0.019775106630476928	0.07904608788853162	0.014675052410901468	0.2656343061346039	0.004987531172069825	0.01943364797334814	0.0	0.002178649237472767
healthy_normal-NU-47-Bulk-WB.bg	0.12605042016806722	0.06511627906976744	0.047182175622542594	0.050156739811912224	0.08310991957104558	0.01581325301204819	0.009456264775413713	0.03912783751493429	0.022113022113022112	0.6064281382656155	0.01395007342143906	0.008641975308641973	0.008097165991902834	0.006340057636887607
healthy_normal-NU-14-Bulk-WB.bg	0.15618661257606492	0.10970464135021098	0.050666666666666665	0.07630522088353414	0.1710843373493976	0.03504043126684636	0.056968263355016764	0.09065394330620263	0.00824742268041237	0.3229706390328152	0.01256106071179344	0.03314606741573034	0.0039603960396039604	0.007015650296815975
healthy_normal-NU-24-Bulk-WB.bg	0.12307692307692307	0.12077294685990338	0.0547945205479452	0.04292527821939587	0.13031161473087818	0.03369905956112853	0.023423423423423424	0.15583596214511042	0.07360406091370557	0.2137254901960784	0.006274509803921568	0.026875	0.011210762331838564	0.003766478342749529
healthy_normal-NU-45-Bulk-WB.bg	0.07855626326963906	0.13333333333333333	0.03901734104046243	0.023564064801178203	0.1514360313315927	0.07514450867052024	0.02644592560739626	0.07390917186108638	0.026570048309178744	0.3916932907348243	0.005917159763313609	0.03474415666456096	0.010224948875255624	0.005565862708719851
healthy_normal-NU-35-Bulk-WB.bg	0.09787234042553193	0.0776255707762557	0.030136986301369864	0.07714701601164484	0.09066666666666667	0.03166783954961295	0.025240384615384616	0.15597376675220986	0.002079002079002079	0.350314465408805	0.009135628952916374	0.0926445816956766	0.0019120458891013386	0.005160550458715597
healthy_normal-NU-44-Bulk-WB.bg	0.10526315789473684	0.06598984771573604	0.036988110964332896	0.07668231611893582	0.10557184750733138	0.07377647918188457	0.019659239842726082	0.05907046476761619	0.011933174224343677	0.5097783572359843	0.008403361344537815	0.041157556270096464	0.0041841004184100415	0.005980861244019139
healthy_normal-NU-05-Bulk-WB.bg	0.11597374179431072	0.08542713567839195	0.0352760736196319	0.060413354531001585	0.12987012987012986	0.03110419906687403	0.01414581066376496	0.08341202392193893	0.02227722772277228	0.36189848384970336	0.0038284839203675354	0.028206850235057087	0.006521739130434782	0.003625377643504532
