Mixture	CD4	m4	Tr	CD8	m8	nB	mB	NK	Mn	mNeu	DC	Eo	Mg	Er
healthy_normal-NU-05-Bulk-WB.bg	0.05555555555555555	0.25	0.0	0.05882352941176471	0.08	0.011235955056179777	0.01680672268907563	0.09919571045576407	0.027777777777777776	0.4444444444444444	0.0	0.05511811023622047	0.0	0.00909090909090909
healthy_normal-NU-35-Bulk-WB.bg	0.024390243902439025	0.047619047619047616	0.037037037037037035	0.07476635514018691	0.08333333333333333	0.012345679012345678	0.028286189683860232	0.18303571428571427	0.0	0.3870967741935484	0.0	0.10810810810810813	0.0	0.0
healthy_normal-NU-41-Bulk-WB.bg	0.061224489795918366	0.12	0.02469135802469136	0.07368421052631577	0.09333333333333334	0.1518987341772152	0.02047244094488189	0.07981220657276995	0.0	0.19402985074626866	0.0	0.0	0.0	0.0
healthy_normal-NU-24-Bulk-WB.bg	0.05882352941176471	0.25	0.04225352112676056	0.06818181818181818	0.13157894736842105	0.05063291139240506	0.03036053130929792	0.18018018018018014	0.028571428571428567	0.2807017543859649	0.0	0.013986013986013986	0.0	0.0
healthy_normal-NU-47-Bulk-WB.bg	0.08571428571428573	0.07692307692307693	0.0	0.02631578947368421	0.013333333333333334	0.0	0.008460236886632827	0.04854368932038835	0.03333333333333333	0.7272727272727273	0.0	0.006756756756756757	0.01492537313432836	0.0
healthy_normal-NU-44-Bulk-WB.bg	0.0	0.05555555555555555	0.010752688172043013	0.14925373134328354	0.11594202898550725	0.08860759493670886	0.012844036697247707	0.0773067331670823	0.0	0.5396825396825397	0.0	0.02962962962962963	0.0	0.0
healthy_normal-NU-48-Bulk-WB.bg	0.05263157894736842	0.0	0.0	0.02	0.05263157894736842	0.057142857142857134	0.032490974729241874	0.08312958435207822	0.0	0.5303030303030303	0.0	0.06870229007633588	0.0	0.0
healthy_normal-NU-14-Bulk-WB.bg	0.17073170731707318	0.12	0.01098901098901099	0.047619047619047616	0.16666666666666666	0.0	0.06280193236714976	0.11604938271604938	0.0	0.33783783783783783	0.021505376344086027	0.019230769230769232	0.015384615384615384	0.0
healthy_normal-NU-20-Bulk-WB.bg	0.09615384615384616	0.16666666666666666	0.05319148936170213	0.038461538461538464	0.1111111111111111	0.023529411764705882	0.017241379310344827	0.1828978622327791	0.03333333333333333	0.5333333333333333	0.008547008547008548	0.021428571428571432	0.0	0.0
healthy_normal-NU-31-Bulk-WB.bg	0.14285714285714285	0.038461538461538464	0.03947368421052632	0.04878048780487805	0.05357142857142857	0.09859154929577464	0.043209876543209874	0.07352941176470587	0.0	0.3230769230769231	0.0	0.034188034188034185	0.0	0.0
healthy_normal-NU-46-Bulk-WB.bg	0.028571428571428567	0.038461538461538464	0.0	0.027027027027027032	0.030303030303030307	0.030927835051546393	0.017513134851138354	0.03937007874015748	0.0	0.7671232876712328	0.0	0.0	0.0	0.0
healthy_normal-NU-45-Bulk-WB.bg	0.02564102564102564	0.21739130434782608	0.025	0.022222222222222227	0.07142857142857142	0.06896551724137931	0.02456140350877193	0.08695652173913042	0.03125	0.4761904761904762	0.0	0.024590163934426233	0.0	0.0
