Mixture	CD4	m4	Tr	CD8	m8	nB	mB	NK	Mn	mNeu	DC	Eo	Mg	Er
healthy_normal-NU-31-Bulk-WB.bg	0.2	0.0	0.02083333333333333	0.03508771929824561	0.04166666666666666	0.12903225806451613	0.0568561872909699	0.060465116279069774	0.0	0.34375	0.0	0.02985074626865672	0.0	0.0
healthy_normal-NU-46-Bulk-WB.bg	0.0	0.0	0.0	0.038461538461538464	0.025	0.024390243902439025	0.013440860215053764	0.04	0.0	0.7142857142857143	0.0	0.0	0.0	0.0
healthy_normal-NU-48-Bulk-WB.bg	0.1	0.0	0.0	0.027777777777777776	0.02564102564102564	0.05555555555555555	0.02071005917159764	0.08955223880597014	0.0	0.4857142857142857	0.0	0.03571428571428571	0.0	0.0
healthy_normal-NU-35-Bulk-WB.bg	0.0	0.07692307692307693	0.02083333333333333	0.075	0.09090909090909093	0.03125	0.038011695906432746	0.21	0.0	0.4117647058823529	0.0	0.10144927536231883	0.0	0.0
healthy_normal-NU-47-Bulk-WB.bg	0.07692307692307693	0.09090909090909093	0.0	0.02247191011235955	0.0	0.0	0.013262599469496022	0.05755395683453238	0.0	0.7222222222222222	0.0	0.0	0.0	0.0
healthy_normal-NU-14-Bulk-WB.bg	0.2222222222222222	0.07142857142857142	0.017857142857142856	0.054054054054054064	0.16	0.0	0.062162162162162166	0.11904761904761905	0.0	0.35714285714285715	0.0	0.012987012987012988	0.0	0.0
healthy_normal-NU-45-Bulk-WB.bg	0.0	0.3076923076923077	0.04	0.030769230769230767	0.09090909090909093	0.023809523809523808	0.021341463414634148	0.09195402298850576	0.05	0.4444444444444444	0.0	0.04	0.0	0.0
healthy_normal-NU-05-Bulk-WB.bg	0.07142857142857142	0.2	0.0	0.07142857142857142	0.0851063829787234	0.0	0.024390243902439025	0.09486166007905138	0.05555555555555555	0.3461538461538461	0.0	0.017241379310344827	0.0	0.02127659574468085
healthy_normal-NU-24-Bulk-WB.bg	0.1111111111111111	0.2307692307692308	0.045454545454545456	0.06779661016949153	0.17857142857142858	0.0	0.035598705501618116	0.17592592592592593	0.045454545454545456	0.24242424242424246	0.0	0.015873015873015872	0.0	0.0
healthy_normal-NU-44-Bulk-WB.bg	0.0	0.125	0.0	0.1568627450980392	0.14	0.11428571428571427	0.00906344410876133	0.08712121212121213	0.0	0.5333333333333333	0.0	0.047619047619047616	0.0	0.0
healthy_normal-NU-41-Bulk-WB.bg	0.045454545454545456	0.2307692307692308	0.0	0.06557377049180327	0.06521739130434782	0.11904761904761905	0.02072538860103627	0.08273381294964029	0.0	0.2333333333333333	0.0	0.0	0.0	0.0
healthy_normal-NU-20-Bulk-WB.bg	0.09523809523809523	0.14285714285714285	0.06349206349206349	0.02631578947368421	0.11864406779661014	0.02325581395348837	0.0160857908847185	0.17472118959107807	0.05263157894736842	0.4545454545454545	0.01492537313432836	0.016129032258064516	0.0	0.0
