Mixture	NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB	CD8TIL
Y-3941-cfDNA	2.218394567723817	2.328586724666187	2.3558909054876374	2.6412172152608044	0	7.930032388964076	6.228345460886805	5.57393076354605	3.9266081261409624	5.570018200400882	4.44330782204079	13.177104355382745	3.4940083030427003	3.61988700135048	5.264636397866585	3.220619358238393	3.971785309736008	3.0239967407087556	7.420895256676699	3.562333937309371	5.346312204932668	1.7502499199801582	2.931839039657428
tot-66-cfDNA	2.1082455240266866	2.172000137377506	2.2733038647735917	2.4584978656385275	0	6.8759986159575455	5.2730795795402665	4.751374912389114	2.7226093970877008	5.070174820866368	4.170407552085447	12.393758362554372	3.6051285935585287	3.837958620926406	6.535392352739961	3.560170691083696	4.040502483224538	2.7845551133848194	10.4915542612563	3.417120467091811	7.094031816072116	1.6418108157393534	2.7223241526253457
tot-67-cfDNA	2.414143413683582	1.9606460982471046	2.08286614906726	2.487802886172483	0	5.9700082475595755	4.164700032514519	4.493040912186956	2.4756681418206012	5.0357010033558325	4.089393866420972	8.35727854820677	3.960848271836135	4.108251239603287	6.449968147235875	3.8997742350420834	4.873673118919479	2.920397969403631	14.036710027559984	3.6706628379642856	9.352798430605475	1.550414883272772	1.6452515393213347
tot-72-cfDNA	2.4111225359533157	2.6572180049714476	2.3663798838756267	2.602379104178667	0	5.401269257150672	5.371637487015397	4.88315899747468	3.2782168534037077	5.046326721330834	3.36197462099251	12.600423412751416	3.2601945997202537	3.467798925810117	5.605437564368243	3.190419300801527	3.4734565465904934	2.716711470970458	11.540066691375657	3.556028641839213	8.420579531634937	1.7305479179673753	3.0586519298234442
tot-PH1-cfDNA	2.5392916502273795	2.5906069804399	2.708448258066514	2.9772812723304423	0	4.9361453356911245	5.572854471692694	5.099949624164184	3.6014308798452883	5.187406128456147	4.067587418207175	11.925490941166366	2.7801196305552147	2.6887664828694517	4.29371573318277	2.98342364810965	2.881329829328536	2.5371224447158336	13.065030684112363	3.1037447499994557	9.925497763719768	1.735556442834834	2.799199630284909
tot-PH16-cfDNA	2.460578179541177	2.56228406821764	2.510837095562721	3.211934959058825	0	4.164847310705766	4.690134830440305	5.0654364763549395	3.3625768262546956	5.18013935327948	3.507454740846078	7.590050435429087	3.208306148978591	3.080211200049431	4.332859471247834	2.9710929934120602	3.007293024336762	2.798354693312695	15.661737405741686	3.195261591342935	12.474851397856645	1.6038606634467965	3.3598971345838424
tot-PH17-cfDNA	2.3690196288960537	2.4266152292406917	2.555392789171128	2.892710058493986	0	6.071722381503402	5.505553051998227	5.27263165593379	3.752650996440875	4.9707272005964995	3.8495841601242775	10.609518835483456	3.0322644750225214	3.064780217195172	5.848704703096621	3.079976138664877	3.244266700619568	2.8867246614490796	11.149874935997728	2.9743491266828173	8.837894339959362	1.855850214701726	3.7491884987281496
tot-PH4-cfDNA	2.666713557299308	2.6084589240598226	2.632786064875904	3.017606831638965	0	6.264947244769285	6.089188565738094	5.561792848177787	4.050888118763623	5.2280169375231935	4.226959377054362	11.624930226230976	2.922844366638308	3.110574982205959	4.226690741701449	2.8320097630888212	3.114736200544406	2.7538222632192877	10.739641873985368	3.0736507540217968	8.444101251729268	1.855541047238174	2.954098059495839
tot-PH7-cfDNA	2.408308091434853	2.41912392261291	2.298272396049817	2.5784763974959883	0	6.702190493774013	5.584121949570407	5.385130098231595	3.3879422609578573	5.175874600187556	4.093672627832596	9.91437899069165	3.625189805371829	3.9257758709786934	5.403868719808247	3.3785062237469736	4.074145372524537	2.802254096808885	11.472052745249378	3.6118099371247894	7.893877983581714	1.7380557279521396	2.1269716880135814
tot-YUCLUE_20-3998-cfDNA	2.474020126829638	2.559922827952062	2.3133160236727868	2.8205956093890743	0	5.466596843253129	5.469642917143985	5.073906956421568	3.6283827520937937	5.342979473924981	3.506403443170437	12.319413954680849	3.6054953234440377	3.689928402543107	4.5609662251231144	3.097196399817788	3.8786730315070135	3.2707008335372394	10.877528450339183	3.3244949452078556	8.154051360915531	1.9149388989728955	2.6508452000599156
tot-YUMARS_15-3443-cfDNA	2.4542732759718118	2.601947858195992	2.3297452492164283	3.2272620898768185	0	6.901080641378171	6.073470087628404	5.510303533331667	3.479864682621344	4.90314172308018	4.213341349610801	9.554791697824017	3.619979668088392	4.054035407117833	5.172684691013148	3.079718078126355	3.9826921735682337	3.2108162491831314	10.214121797531499	3.2852439840558656	7.687553876434951	1.8451175573730425	2.598814328771909
tot-YUMICRO_20-4006-cfDNA	3.2248527149081503	3.5423687698402326	2.9995455566616855	2.515512240887989	0	5.165412821321506	6.487130428195853	6.961719718125028	5.039688345326422	4.666433104556244	5.250862014543053	6.6799038108440705	4.912158304984207	4.98359823523205	3.77077027119291	3.5424995118092073	5.412278059931356	2.913073006735027	7.6043063955912285	4.691459107742855	4.9467257805653215	2.318136503439512	2.37156529756611
tot-YUMOTE_17-3755-cfDNA	2.665737740059606	3.003087771613551	2.6629230849201786	2.324864992893046	0	6.417025445327283	6.469926028873004	6.628403141469957	3.8847433004077105	4.382936565957596	3.980522003327727	8.515118799735575	4.313157677239455	4.338384986891159	4.1627699448001705	3.3473290242162723	4.733425495606776	2.7298747969933927	9.377605541269563	4.071813031176721	7.154419675386285	2.2002927802824783	2.6356381715525137
tot-YUPRAF_19-3925-cfDNA	2.630803480307622	2.7715774261044395	2.377547480184309	2.7643805551451526	0	6.9145535457429315	5.593362333946497	5.509401683837114	3.6333665602960696	4.66249074284935	4.070493659413013	10.061612757109549	4.396257793691463	4.468527434152073	6.140672888107958	3.391999890120894	4.576860902124965	3.6397430285370187	7.455306321546272	4.247555680906502	5.587384301797849	1.822344553400743	3.2837569806781897
tot-YUREIL_17-3713-cfDNA	2.444875187291713	2.2135972992700323	2.140509269990605	2.6358611132557646	0	6.489756361551806	5.890169319522053	5.261670984358497	3.443512479573893	4.906446310115783	3.895823139149759	16.808344234133724	2.895900683382561	3.1859634324921613	4.449160519365302	2.6532077330286006	3.440048871041886	2.6012283436276578	8.908828903021744	3.4236903241176946	6.9073871386390815	1.7090033248748262	3.6950150281948613
tot-YUSTRAW_20-4002-cfDNA	2.4402969549364393	2.9487176308395666	2.073943551698731	3.855010633849258	0	6.684824508658512	5.782030150888727	5.029505353744356	3.574990996080944	5.358493641512321	4.242222896399938	15.234634785131988	3.0214213271793544	3.6509926148377683	5.411698250758575	2.6268345631911427	3.653145246503784	3.767896253953128	7.15087714749316	3.222732907768585	4.692482322179107	1.6690881913659985	3.9081600710286155
tot-YUTAUR_19-3926-cfDNA	2.7413874931486344	2.8760911150724198	2.7548931142047315	2.5234549744260946	0	5.3930416721386045	5.483769393629337	4.698587412958271	3.451959089657835	5.2762643172906065	4.412194737905666	13.773293661963853	4.417388953849804	4.056757470841518	3.769830459718503	3.180765710356387	4.4521343177379675	2.8862062215724493	9.137354916206384	3.668147644054857	6.065431081669397	2.2327700232298615	2.7482762183668337
tot-YUTHEA_20-4000-cfDNA	2.4966268392871567	2.493012177907043	2.6413242662109706	2.5749219238653693	0	5.348956597040979	5.292723633148844	5.217813954938541	3.533709736004088	4.757381336762257	3.8384724650036164	10.00168885201734	4.154714960428776	3.8093959619253277	4.572603625118536	2.942547713351062	4.4159772953415	2.7832968611384366	11.367034309315253	3.4010939093856676	9.104879732228225	2.1863182841473963	3.065505565433611
tot-YUVIRTUE_20-4029-cfDNA	2.4868174316856675	2.5993907301449215	2.2508711000275494	2.897955530837987	0	5.951008685300583	5.436018825908899	5.424647813139051	3.564534191425555	4.858175463819873	3.776263169214579	7.434864087958484	3.7191889439837325	3.7567676494660605	4.89809106867481	3.2992315616948473	3.8497343529809402	2.896603454742707	12.703716758203726	3.7922097640380543	9.380042739687102	1.7438275008511295	3.2800391762137338
y4-YUEVRY_19_3935-cfDNA	2.0019066162731787	2.5656575191914768	2.543542616988468	3.1096189670692103	0	7.557311778859919	7.494604816388338	5.972638241205859	4.105355394867698	6.147477206894543	4.934399628384242	9.748754261758457	2.861711552594445	2.7107683645527656	4.478565974630162	2.774942365706845	2.6749816036134497	2.8120612664804803	9.832124841283097	3.060770436619925	7.067496023387784	2.0190603602606685	3.5262501629889913
y4-YUMORF_17_3654-cfDNA	2.795923828663666	2.8961149694940262	2.184798780302173	2.5725281137277904	0	5.0192305546856675	5.707361554060843	6.134144191199354	3.3380447922005314	4.119394951038534	4.58909990794037	8.214657547021769	5.242929350580422	5.033330657959568	4.619849613670894	4.401359207677466	7.089892009664131	2.7931068686416505	7.842586083911001	6.034323982475129	5.446647354518993	2.187080084829411	1.737595595736605
y4-YUPARK_18_3832-cfDNA	2.221881189112467	2.8018563073573506	2.5061239399931656	2.6938100134554697	0	6.592212483023974	6.4450725163969835	5.234778038414911	3.263361114927295	5.4540259797019	4.608968571043915	16.34248127235338	3.11632532935003	2.986624736624903	4.033637103863389	2.4511261154822823	3.316356005404139	2.890045650064392	8.985275141659546	2.8156830056780495	6.939661513014399	1.8916479327467224	2.4090460403313303
y4-YUPARK_18_3856-cfDNA	2.422547626158306	2.4153788616345944	2.317190048672799	2.3926023649805437	0	7.150780060330421	6.193505859898895	5.323009047468118	3.342470313335695	5.297393577729431	4.360985790735818	12.538594975170714	3.5138925211995597	3.6579985332912575	5.357091545863766	3.352520939235324	4.028572755056723	2.6396532510035677	8.940674252615569	3.4241709596031433	6.611192201251873	1.6628341013395012	3.0569404134243845
