Mixture	mincpg	totalreadCT	totalreadnonCT	acceptedtrueCTcount	acceptedfalseCTcount	true_pos/all_pos	rejectedtrueCTcount	rejectedfalseCTcount	true_neg/all_neg	false_neg/all_pos	false_pos/all_neg	F1-score	totalTestedreadCT	totalTestedreadnonCT	totalTestedread	totalread	mNeu_real_rdtotal	mNeu_real_rdtested	mNeu_real
mNeuallrange_NR_81205_insilmix13	3	2	39589	0	8	0.0	660	0	1.0	-1.0	0.011976047904191616	0.0	0	668	668	39591	5.051653153494481e-05	0.0	0.004927201
mNeuallrange_NR_81205_insilmix57	3	11819	27677	162	0	1.0	469	11	0.9770833333333332	0.06358381502890173	0.0	0.9671641791044776	173	469	642	39496	0.2992454932145027	0.26947040498442365	29.95822705
mNeuallrange_NR_81205_insilmix60	3	3924	35656	50	4	0.925925925925926	598	6	0.9900662251655628	0.10714285714285714	0.006644518272425249	0.9090909090909092	56	602	658	39580	0.09914098029307733	0.0851063829787234	9.967477271
mNeuallrange_NR_81205_insilmix24	3	12	39530	0	9	0.0	673	0	1.0	-1.0	0.013196480938416423	0.0	0	682	682	39542	0.0003034747863031713	0.0	0.030788557
mNeuallrange_NR_81205_insilmix44	3	391	39203	9	10	0.4736842105263158	651	0	1.0	0.0	0.015128593040847203	0.6428571428571429	9	661	670	39594	0.009875233621255744	0.013432835820895522	0.994160692
mNeuallrange_NR_81205_insilmix37	3	147	39334	3	6	0.3333333333333333	662	0	1.0	0.0	0.008982035928143712	0.5	3	668	671	39481	0.003723309946556572	0.0044709388971684045	0.369590125
mNeuallrange_NR_81205_insilmix38	3	147	39358	3	5	0.375	674	0	1.0	0.0	0.0073637702503681875	0.5454545454545454	3	679	682	39505	0.003721047968611568	0.00439882697947214	0.369585571
mNeuallrange_NR_81205_insilmix12	3	1	39487	0	5	0.0	666	0	1.0	-1.0	0.00745156482861401	0.0	0	671	671	39488	2.532414910858995e-05	0.0	0.002463509
mNeuallrange_NR_81205_insilmix58	3	3924	35601	50	7	0.8771929824561403	591	6	0.9899497487437184	0.10714285714285714	0.011705685618729096	0.8849557522123894	56	598	654	39525	0.09927893738140416	0.0856269113149847	9.972391352999999
mNeuallrange_NR_81205_insilmix8	3	1	39579	0	7	0.0	663	0	1.0	-1.0	0.010447761194029851	0.0	0	670	670	39580	2.5265285497726127e-05	0.0	0.002463479
mNeuallrange_NR_81205_insilmix43	3	391	39109	9	7	0.5625	640	0	1.0	0.0	0.010819165378670788	0.72	9	647	656	39500	0.009898734177215191	0.013719512195121951	0.994001503
mNeuallrange_NR_81205_insilmix30	3	33	39503	1	5	0.16666666666666666	684	0	1.0	0.0	0.00725689404934688	0.2857142857142857	1	689	690	39536	0.0008346823148522865	0.0014492753623188404	0.082540778
mNeuallrange_NR_81205_insilmix50	3	27639	11870	395	0	1.0	219	32	0.8725099601593626	0.07494145199063232	0.0	0.9610705596107056	427	219	646	39509	0.6995621250854236	0.6609907120743034	69.97658368
mNeuallrange_NR_81205_insilmix23	3	12	39552	0	4	0.0	662	0	1.0	-1.0	0.006006006006006006	0.0	0	666	666	39564	0.00030330603579011223	0.0	0.030785523
mNeuallrange_NR_81205_insilmix42	3	239	39283	5	8	0.38461538461538464	655	0	1.0	0.0	0.01206636500754148	0.5555555555555556	5	663	668	39522	0.0060472648145336785	0.00748502994011976	0.604880933
mNeuallrange_NR_81205_insilmix31	3	56	39482	1	7	0.125	677	0	1.0	0.0	0.01023391812865497	0.2222222222222222	1	684	685	39538	0.0014163589458242704	0.00145985401459854	0.139227717
mNeuallrange_NR_81205_insilmix15	3	2	39517	0	8	0.0	667	0	1.0	-1.0	0.011851851851851851	0.0	0	675	675	39519	5.060856803056758e-05	0.0	0.004929144
