Mixture	mincpg	totalreadCT	totalreadnonCT	acceptedtrueCTcount	acceptedfalseCTcount	true_pos/all_pos	rejectedtrueCTcount	rejectedfalseCTcount	true_neg/all_neg	false_neg/all_pos	false_pos/all_neg	F1-score	totalTestedreadCT	totalTestedreadnonCT	totalTestedread	totalread	mNeu_real_rdtotal	mNeu_real_rdtested	mNeu_real
mNeuallrange_NR_81205_insilmix51	3	27639	11843	395	0	1.0	206	32	0.8655462184873951	0.07494145199063232	0.0	0.9610705596107056	427	206	633	39482	0.7000405247961096	0.6745655608214849	69.98262113
mNeuallrange_NR_81205_insilmix22	3	12	39532	0	5	0.0	650	0	1.0	-1.0	0.0076335877862595426	0.0	0	655	655	39544	0.000303459437588509	0.0	0.030792728
mNeuallrange_NR_81205_insilmix7	3	1	39567	0	8	0.0	687	0	1.0	-1.0	0.011510791366906477	0.0	0	695	695	39568	2.5272947836635667e-05	0.0	0.002463418
mNeuallrange_NR_81205_insilmix40	3	239	39334	5	5	0.5	679	0	1.0	0.0	0.007309941520467836	0.6666666666666666	5	684	689	39573	0.006039471356733126	0.00725689404934688	0.6047095920000001
mNeuallrange_NR_81205_insilmix33	3	56	39468	1	5	0.16666666666666666	672	0	1.0	0.0	0.007385524372230428	0.2857142857142857	1	677	678	39524	0.0014168606416354618	0.0014749262536873154	0.139198561
mNeuallrange_NR_81205_insilmix53	3	19724	19722	280	1	0.99644128113879	356	23	0.9393139841688656	0.07590759075907591	0.0028011204481792717	0.9589041095890408	303	357	660	39446	0.5000253511129139	0.4590909090909091	49.9661042
mNeuallrange_NR_81205_insilmix17	3	4	39498	0	4	0.0	681	0	1.0	-1.0	0.00583941605839416	0.0	0	685	685	39502	0.0001012606956609792	0.0	0.009851367
mNeuallrange_NR_81205_insilmix20	3	7	39620	0	8	0.0	653	0	1.0	-1.0	0.01210287443267776	0.0	0	661	661	39627	0.00017664723547076492	0.0	0.017249663999999998
mNeuallrange_NR_81205_insilmix18	3	4	39468	0	7	0.0	658	0	1.0	-1.0	0.010526315789473684	0.0	0	665	665	39472	0.00010133765707336846	0.0	0.009855494
mNeuallrange_NR_81205_insilmix41	3	239	39295	5	5	0.5	673	0	1.0	0.0	0.007374631268436578	0.6666666666666666	5	678	683	39534	0.006045429250771488	0.007320644216691069	0.604895837
mNeuallrange_NR_81205_insilmix32	3	56	39369	1	8	0.1111111111111111	659	0	1.0	0.0	0.01199400299850075	0.2	1	667	668	39425	0.0014204185161699428	0.0014970059880239524	0.139210565
mNeuallrange_NR_81205_insilmix52	3	19724	19749	280	2	0.9929078014184396	354	23	0.9389920424403184	0.07590759075907591	0.005617977528089888	0.9572649572649572	303	356	659	39473	0.4996833278443493	0.4597875569044006	49.96302504
mNeuallrange_NR_81205_insilmix21	3	7	39453	0	6	0.0	665	0	1.0	-1.0	0.008941877794336809	0.0	0	671	671	39460	0.00017739483020780538	0.0	0.017245415
mNeuallrange_NR_81205_insilmix10	3	1	39533	0	7	0.0	655	0	1.0	-1.0	0.010574018126888218	0.0	0	662	662	39534	2.529468305762129e-05	0.0	0.002463358
mNeuallrange_NR_81205_insilmix49	3	27639	11821	395	0	1.0	217	32	0.8714859437751004	0.07494145199063232	0.0	0.9610705596107056	427	217	644	39460	0.7004308160162189	0.6630434782608695	69.97313418
mNeuallrange_NR_81205_insilmix29	3	33	39477	1	5	0.16666666666666666	695	0	1.0	0.0	0.0071428571428571435	0.2857142857142857	1	700	701	39510	0.0008352315869400152	0.0014265335235378034	0.082566207
mNeuallrange_NR_81205_insilmix55	3	11819	27666	162	3	0.9818181818181818	481	11	0.9776422764227642	0.06358381502890173	0.006198347107438018	0.9585798816568049	173	484	657	39485	0.2993288590604027	0.2633181126331811	29.9567505
mNeuallrange_NR_81205_insilmix11	3	1	39571	0	7	0.0	660	0	1.0	-1.0	0.010494752623688156	0.0	0	667	667	39572	2.5270393207318306e-05	0.0	0.002463085
mNeuallrange_NR_81205_insilmix26	3	20	39454	0	4	0.0	652	0	1.0	-1.0	0.006097560975609756	0.0	0	656	656	39474	0.0005066626133657597	0.0	0.050487015
mNeuallrange_NR_81205_insilmix46	3	35557	3938	514	0	1.0	70	38	0.6481481481481481	0.06884057971014493	0.0	0.9643527204502814	552	70	622	39495	0.9002911760982403	0.8874598070739549	90.00098597
mNeuallrange_NR_81205_insilmix35	3	90	39391	2	10	0.16666666666666666	671	0	1.0	0.0	0.014684287812041116	0.2857142857142857	2	681	683	39481	0.0022795775182999412	0.002928257686676428	0.225397216
mNeuallrange_NR_81205_insilmix14	3	2	39530	0	10	0.0	671	0	1.0	-1.0	0.014684287812041116	0.0	0	681	681	39532	5.059192552868562e-05	0.0	0.004926048
mNeuallrange_NR_81205_insilmix9	3	1	39556	0	5	0.0	666	0	1.0	-1.0	0.00745156482861401	0.0	0	671	671	39557	2.52799757312233e-05	0.0	0.002463145
mNeuallrange_NR_81205_insilmix39	3	147	39403	3	6	0.3333333333333333	673	0	1.0	0.0	0.008836524300441826	0.5	3	679	682	39550	0.003716814159292035	0.00439882697947214	0.369594678
mNeuallrange_NR_81205_insilmix59	3	3924	35589	50	4	0.925925925925926	597	6	0.9900497512437813	0.10714285714285714	0.006655574043261232	0.9090909090909092	56	601	657	39513	0.09930908814820437	0.0852359208523592	9.971408149
mNeuallrange_NR_81205_insilmix25	3	20	39529	0	7	0.0	700	0	1.0	-1.0	0.0099009900990099	0.0	0	707	707	39549	0.0005057017876558194	0.0	0.050505673
mNeuallrange_NR_81205_insilmix56	3	11819	27614	162	3	0.9818181818181818	469	11	0.9770833333333332	0.06358381502890173	0.006355932203389831	0.9585798816568049	173	472	645	39433	0.2997235817716126	0.2682170542635659	29.9567505
mNeuallrange_NR_81205_insilmix36	3	90	39438	2	7	0.2222222222222222	663	0	1.0	0.0	0.010447761194029851	0.3636363636363637	2	670	672	39528	0.0022768670309653923	0.002976190476190476	0.225499982
mNeuallrange_NR_81205_insilmix45	3	391	39216	9	10	0.4736842105263158	662	0	1.0	0.0	0.014880952380952382	0.6428571428571429	9	672	681	39607	0.009871992324589088	0.013215859030837005	0.994087214
mNeuallrange_NR_81205_insilmix27	3	20	39465	0	7	0.0	677	0	1.0	-1.0	0.01023391812865497	0.0	0	684	684	39485	0.0005065214638470307	0.0	0.050511273
mNeuallrange_NR_81205_insilmix54	3	19724	19751	280	3	0.9893992932862192	358	23	0.9396325459317584	0.07590759075907591	0.008310249307479225	0.955631399317406	303	361	664	39475	0.49965801139962	0.4563253012048193	49.99075113
mNeuallrange_NR_81205_insilmix34	3	90	39519	2	7	0.2222222222222222	668	0	1.0	0.0	0.01037037037037037	0.3636363636363637	2	675	677	39609	0.0022722108611679163	0.0029542097488921715	0.225405545
mNeuallrange_NR_81205_insilmix47	3	35557	3933	514	0	1.0	76	38	0.6666666666666666	0.06884057971014493	0.0	0.9643527204502814	552	76	628	39490	0.9004051658647759	0.8789808917197452	90.00209522
mNeuallrange_NR_81205_insilmix48	3	35557	3941	514	0	1.0	81	38	0.6806722689075629	0.06884057971014493	0.0	0.9643527204502814	552	81	633	39498	0.9002227960909414	0.8720379146919431	90.00542313
mNeuallrange_NR_81205_insilmix28	3	33	39467	1	6	0.14285714285714285	652	0	1.0	0.0	0.00911854103343465	0.25	1	658	659	39500	0.0008354430379746836	0.0015174506828528073	0.082547896
mNeuallrange_NR_81205_insilmix19	3	7	39507	0	9	0.0	662	0	1.0	-1.0	0.013412816691505215	0.0	0	671	671	39514	0.00017715240168041706	0.0	0.017234375
mNeuallrange_NR_81205_insilmix16	3	4	39594	0	10	0.0	681	0	1.0	-1.0	0.01447178002894356	0.0	0	691	691	39598	0.0001010152027880196	0.0	0.00985428
