Mixture	mincpg	totalreadCT	totalreadnonCT	acceptedtrueCTcount	acceptedfalseCTcount	true_pos/all_pos	rejectedtrueCTcount	rejectedfalseCTcount	true_neg/all_neg	false_neg/all_pos	false_pos/all_neg	F1-score	totalTestedreadCT	totalTestedreadnonCT	totalTestedread	totalread	mNeu_real_rdtotal	mNeu_real_rdtested	mNeu_real
mNeuallrange_NR_81205_insilmix13	3	2	39589	0	2	0.0	349	0	1.0	-1.0	0.005698005698005697	0.0	0	351	351	39591	5.051653153494481e-05	0.0	0.004927201
mNeuallrange_NR_81205_insilmix57	3	11819	27677	78	0	1.0	236	6	0.975206611570248	0.07142857142857142	0.0	0.9629629629629628	84	236	320	39496	0.2992454932145027	0.2625	29.95822705
mNeuallrange_NR_81205_insilmix60	3	3924	35656	25	2	0.925925925925926	309	2	0.9935691318327974	0.07407407407407407	0.006430868167202572	0.925925925925926	27	311	338	39580	0.09914098029307733	0.07988165680473372	9.967477271
mNeuallrange_NR_81205_insilmix24	3	12	39530	0	5	0.0	360	0	1.0	-1.0	0.0136986301369863	0.0	0	365	365	39542	0.0003034747863031713	0.0	0.030788557
mNeuallrange_NR_81205_insilmix44	3	391	39203	2	5	0.2857142857142857	344	0	1.0	0.0	0.014326647564469915	0.4444444444444444	2	349	351	39594	0.009875233621255744	0.005698005698005697	0.994160692
mNeuallrange_NR_81205_insilmix37	3	147	39334	0	3	0.0	339	0	1.0	-1.0	0.008771929824561403	0.0	0	342	342	39481	0.003723309946556572	0.0	0.369590125
mNeuallrange_NR_81205_insilmix38	3	147	39358	0	1	0.0	338	0	1.0	-1.0	0.002949852507374631	0.0	0	339	339	39505	0.003721047968611568	0.0	0.369585571
mNeuallrange_NR_81205_insilmix12	3	1	39487	0	2	0.0	347	0	1.0	-1.0	0.005730659025787965	0.0	0	349	349	39488	2.532414910858995e-05	0.0	0.002463509
mNeuallrange_NR_81205_insilmix58	3	3924	35601	25	2	0.925925925925926	306	2	0.9935064935064936	0.07407407407407407	0.006493506493506494	0.925925925925926	27	308	335	39525	0.09927893738140416	0.08059701492537312	9.972391352999999
mNeuallrange_NR_81205_insilmix8	3	1	39579	0	1	0.0	342	0	1.0	-1.0	0.002915451895043732	0.0	0	343	343	39580	2.5265285497726127e-05	0.0	0.002463479
mNeuallrange_NR_81205_insilmix43	3	391	39109	2	2	0.5	338	0	1.0	0.0	0.005882352941176471	0.6666666666666666	2	340	342	39500	0.009898734177215191	0.005847953216374269	0.994001503
mNeuallrange_NR_81205_insilmix30	3	33	39503	0	1	0.0	337	0	1.0	-1.0	0.002958579881656805	0.0	0	338	338	39536	0.0008346823148522865	0.0	0.082540778
mNeuallrange_NR_81205_insilmix50	3	27639	11870	175	0	1.0	105	12	0.8974358974358975	0.06417112299465241	0.0	0.9668508287292816	187	105	292	39509	0.6995621250854236	0.6404109589041096	69.97658368
mNeuallrange_NR_81205_insilmix23	3	12	39552	0	2	0.0	342	0	1.0	-1.0	0.005813953488372093	0.0	0	344	344	39564	0.00030330603579011223	0.0	0.030785523
mNeuallrange_NR_81205_insilmix42	3	239	39283	1	3	0.25	345	0	1.0	0.0	0.008620689655172414	0.4	1	348	349	39522	0.0060472648145336785	0.0028653295128939827	0.604880933
mNeuallrange_NR_81205_insilmix31	3	56	39482	0	1	0.0	337	0	1.0	-1.0	0.002958579881656805	0.0	0	338	338	39538	0.0014163589458242704	0.0	0.139227717
mNeuallrange_NR_81205_insilmix15	3	2	39517	0	3	0.0	323	0	1.0	-1.0	0.009202453987730062	0.0	0	326	326	39519	5.060856803056758e-05	0.0	0.004929144
mNeuallrange_NR_81205_insilmix51	3	27639	11843	175	0	1.0	101	12	0.8938053097345132	0.06417112299465241	0.0	0.9668508287292816	187	101	288	39482	0.7000405247961096	0.6493055555555556	69.98262113
mNeuallrange_NR_81205_insilmix22	3	12	39532	0	3	0.0	350	0	1.0	-1.0	0.0084985835694051	0.0	0	353	353	39544	0.000303459437588509	0.0	0.030792728
mNeuallrange_NR_81205_insilmix7	3	1	39567	0	4	0.0	361	0	1.0	-1.0	0.010958904109589041	0.0	0	365	365	39568	2.5272947836635667e-05	0.0	0.002463418
mNeuallrange_NR_81205_insilmix40	3	239	39334	1	1	0.5	368	0	1.0	0.0	0.002710027100271003	0.6666666666666666	1	369	370	39573	0.006039471356733126	0.0027027027027027033	0.6047095920000001
mNeuallrange_NR_81205_insilmix33	3	56	39468	0	1	0.0	350	0	1.0	-1.0	0.0028490028490028487	0.0	0	351	351	39524	0.0014168606416354618	0.0	0.139198561
mNeuallrange_NR_81205_insilmix53	3	19724	19722	124	0	1.0	160	7	0.9580838323353292	0.053435114503816786	0.0	0.9725490196078432	131	160	291	39446	0.5000253511129139	0.4501718213058419	49.9661042
mNeuallrange_NR_81205_insilmix17	3	4	39498	0	0	-1.0	368	0	1.0	-1.0	0.0	-1.0	0	368	368	39502	0.0001012606956609792	0.0	0.009851367
mNeuallrange_NR_81205_insilmix20	3	7	39620	0	2	0.0	351	0	1.0	-1.0	0.0056657223796034	0.0	0	353	353	39627	0.00017664723547076492	0.0	0.017249663999999998
mNeuallrange_NR_81205_insilmix18	3	4	39468	0	3	0.0	327	0	1.0	-1.0	0.00909090909090909	0.0	0	330	330	39472	0.00010133765707336846	0.0	0.009855494
mNeuallrange_NR_81205_insilmix41	3	239	39295	1	1	0.5	353	0	1.0	0.0	0.002824858757062147	0.6666666666666666	1	354	355	39534	0.006045429250771488	0.002816901408450705	0.604895837
mNeuallrange_NR_81205_insilmix32	3	56	39369	0	6	0.0	341	0	1.0	-1.0	0.01729106628242075	0.0	0	347	347	39425	0.0014204185161699428	0.0	0.139210565
mNeuallrange_NR_81205_insilmix52	3	19724	19749	124	0	1.0	161	7	0.9583333333333334	0.053435114503816786	0.0	0.9725490196078432	131	161	292	39473	0.4996833278443493	0.4486301369863014	49.96302504
mNeuallrange_NR_81205_insilmix21	3	7	39453	0	2	0.0	347	0	1.0	-1.0	0.005730659025787965	0.0	0	349	349	39460	0.00017739483020780538	0.0	0.017245415
mNeuallrange_NR_81205_insilmix10	3	1	39533	0	2	0.0	340	0	1.0	-1.0	0.005847953216374269	0.0	0	342	342	39534	2.529468305762129e-05	0.0	0.002463358
mNeuallrange_NR_81205_insilmix49	3	27639	11821	175	0	1.0	98	12	0.8909090909090909	0.06417112299465241	0.0	0.9668508287292816	187	98	285	39460	0.7004308160162189	0.656140350877193	69.97313418
mNeuallrange_NR_81205_insilmix29	3	33	39477	0	0	-1.0	335	0	1.0	-1.0	0.0	-1.0	0	335	335	39510	0.0008352315869400152	0.0	0.082566207
mNeuallrange_NR_81205_insilmix55	3	11819	27666	78	0	1.0	225	6	0.9740259740259741	0.07142857142857142	0.0	0.9629629629629628	84	225	309	39485	0.2993288590604027	0.27184466019417475	29.9567505
mNeuallrange_NR_81205_insilmix11	3	1	39571	0	2	0.0	341	0	1.0	-1.0	0.005830903790087464	0.0	0	343	343	39572	2.5270393207318306e-05	0.0	0.002463085
mNeuallrange_NR_81205_insilmix26	3	20	39454	0	1	0.0	337	0	1.0	-1.0	0.002958579881656805	0.0	0	338	338	39474	0.0005066626133657597	0.0	0.050487015
mNeuallrange_NR_81205_insilmix46	3	35557	3938	229	0	1.0	25	17	0.5952380952380952	0.06910569105691057	0.0	0.9642105263157896	246	25	271	39495	0.9002911760982403	0.9077490774907748	90.00098597
mNeuallrange_NR_81205_insilmix35	3	90	39391	0	6	0.0	351	0	1.0	-1.0	0.01680672268907563	0.0	0	357	357	39481	0.0022795775182999412	0.0	0.225397216
mNeuallrange_NR_81205_insilmix14	3	2	39530	0	3	0.0	358	0	1.0	-1.0	0.008310249307479225	0.0	0	361	361	39532	5.059192552868562e-05	0.0	0.004926048
mNeuallrange_NR_81205_insilmix9	3	1	39556	0	2	0.0	329	0	1.0	-1.0	0.006042296072507553	0.0	0	331	331	39557	2.52799757312233e-05	0.0	0.002463145
mNeuallrange_NR_81205_insilmix39	3	147	39403	0	2	0.0	337	0	1.0	-1.0	0.005899705014749263	0.0	0	339	339	39550	0.003716814159292035	0.0	0.369594678
mNeuallrange_NR_81205_insilmix59	3	3924	35589	25	2	0.925925925925926	300	2	0.9933774834437086	0.07407407407407407	0.006622516556291391	0.925925925925926	27	302	329	39513	0.09930908814820437	0.08206686930091185	9.971408149
mNeuallrange_NR_81205_insilmix25	3	20	39529	0	2	0.0	372	0	1.0	-1.0	0.0053475935828877	0.0	0	374	374	39549	0.0005057017876558194	0.0	0.050505673
mNeuallrange_NR_81205_insilmix56	3	11819	27614	78	2	0.975	225	6	0.9740259740259741	0.07142857142857142	0.00881057268722467	0.951219512195122	84	227	311	39433	0.2997235817716126	0.2700964630225081	29.9567505
mNeuallrange_NR_81205_insilmix36	3	90	39438	0	2	0.0	342	0	1.0	-1.0	0.005813953488372093	0.0	0	344	344	39528	0.0022768670309653923	0.0	0.225499982
mNeuallrange_NR_81205_insilmix45	3	391	39216	2	6	0.25	336	0	1.0	0.0	0.017543859649122806	0.4	2	342	344	39607	0.009871992324589088	0.005813953488372093	0.994087214
mNeuallrange_NR_81205_insilmix27	3	20	39465	0	1	0.0	342	0	1.0	-1.0	0.002915451895043732	0.0	0	343	343	39485	0.0005065214638470307	0.0	0.050511273
mNeuallrange_NR_81205_insilmix54	3	19724	19751	124	0	1.0	171	7	0.9606741573033708	0.053435114503816786	0.0	0.9725490196078432	131	171	302	39475	0.49965801139962	0.4337748344370861	49.99075113
mNeuallrange_NR_81205_insilmix34	3	90	39519	0	2	0.0	352	0	1.0	-1.0	0.005649717514124294	0.0	0	354	354	39609	0.0022722108611679163	0.0	0.225405545
mNeuallrange_NR_81205_insilmix47	3	35557	3933	229	0	1.0	29	17	0.6304347826086957	0.06910569105691057	0.0	0.9642105263157896	246	29	275	39490	0.9004051658647759	0.8945454545454545	90.00209522
mNeuallrange_NR_81205_insilmix48	3	35557	3941	229	0	1.0	29	17	0.6304347826086957	0.06910569105691057	0.0	0.9642105263157896	246	29	275	39498	0.9002227960909414	0.8945454545454545	90.00542313
mNeuallrange_NR_81205_insilmix28	3	33	39467	0	3	0.0	339	0	1.0	-1.0	0.008771929824561403	0.0	0	342	342	39500	0.0008354430379746836	0.0	0.082547896
mNeuallrange_NR_81205_insilmix19	3	7	39507	0	4	0.0	338	0	1.0	-1.0	0.011695906432748536	0.0	0	342	342	39514	0.00017715240168041706	0.0	0.017234375
mNeuallrange_NR_81205_insilmix16	3	4	39594	0	4	0.0	347	0	1.0	-1.0	0.011396011396011395	0.0	0	351	351	39598	0.0001010152027880196	0.0	0.00985428
