Mixture	CD14	CD19	CD4	CD56	CD8	Eos	Neu	P-value	Correlation	RMSE
CD4_6.txt.bg	0.00000000000000000	0.00091945863467364	0.98155709630388577	0.00469313539273371	0.00000000000000000	0.00000000000000000	0.01283030966870691	9999.00000000000000000	0.99411718236313562	0.10992916945105191
CD19_6.txt.bg	0.00000000000000000	0.95929759314749397	0.00176737844657657	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03893502840592959	9999.00000000000000000	0.98866440143895185	0.19370495379642738
Eos_3.txt.bg	0.01962992740292511	0.00732411226064610	0.00192301625699477	0.00000000000000000	0.01683188686316352	0.86785735868292457	0.08643369853334598	9999.00000000000000000	0.99387211796524644	0.14554943414824387
CD56-PBMC-1382.bg	0.00000000000000000	0.00838544236709649	0.00350814395810546	0.96696046441500183	0.00000000000000000	0.00000000000000000	0.02114594925979618	9999.00000000000000000	0.72319285120606558	0.70042398077637014
CD19_3.txt.bg	0.02007046087264174	0.94673979616780379	0.00000000000000000	0.00000000000000000	0.03318974295955449	0.00000000000000000	0.00000000000000000	9999.00000000000000000	0.95874463178914038	0.30441953640867159
CD19-PBMC-1389.bg	0.00000000000000000	0.96218916462633819	0.00000000000000000	0.00000000000000000	0.00159936718688348	0.00000000000000000	0.03621146818677828	9999.00000000000000000	0.83365877473643091	0.56510676428998130
reinGran_1.txt.bg	0.00200542548238184	0.00441808294566003	0.01389521278914596	0.02291210543988940	0.01133772986272600	0.00000000000000000	0.94543144348019681	9999.00000000000000000	0.96652981903015167	0.26192375756279351
renWB_4.txt.bg	0.04265804830132656	0.06608402872262496	0.14028646968833858	0.02768956081478987	0.08686944397769943	0.00000000000000000	0.63641244849522061	9999.00000000000000000	0.92462656139127741	0.50424040406654413
CD56_4.txt.bg	0.00000000000000000	0.00110259672202714	0.02026040072930839	0.97863700254866448	0.00000000000000000	0.00000000000000000	0.00000000000000000	9999.00000000000000000	0.98922995991202745	0.19154803814713828
BULK-PBMC-1313.bg	0.40625800131950107	0.00000000000000000	0.45965148695265817	0.05809366964532418	0.07599684208251654	0.00000000000000000	0.00000000000000000	9999.00000000000000000	0.59943451890935906	0.80053475618790948
renPBMC_3.txt.bg	0.24261780275408282	0.07383960123000390	0.33131642884765544	0.08314964287796649	0.21258493118121891	0.01740707062612801	0.03908452248294437	9999.00000000000000000	0.93049496083513472	0.53480438952014886
renWB_1.txt.bg	0.05049051102644497	0.03095067784963907	0.14496635728493279	0.16433978630580817	0.08154592480678907	0.00000000000000000	0.52770674272638596	9999.00000000000000000	0.90785213432010181	0.57255706264765605
accWB_3159.txt.bg	0.04086587909787014	0.03662297455440353	0.10472704644934258	0.02858808088749344	0.04136212862777383	0.00000000000000000	0.74783389038311643	9999.00000000000000000	0.91213033861721071	0.45454700299771428
reinGran_4.txt.bg	0.01501985114372131	0.01262804181757241	0.01206896402885618	0.01146151006784466	0.00000000000000000	0.00000000000000000	0.94882163294200539	9999.00000000000000000	0.97763312094494803	0.21622258540143494
accWB_3082.txt.bg	0.06063382888140811	0.00000000000000000	0.18602940280403343	0.02403438381684352	0.05838608579518252	0.00000000000000000	0.67091629870253233	9999.00000000000000000	0.94316196143020037	0.43584096206223444
accWB_3177.txt.bg	0.03888286106190054	0.07721788717380745	0.27060694442855693	0.05734525412956135	0.12411551444130381	0.00000000000000000	0.43183153876486996	9999.00000000000000000	0.90060203967552543	0.60759609953709137
Neu_6.txt.bg	0.01282358300766800	0.00655339559656951	0.05963230487124958	0.02429335000086678	0.03072504440716299	0.00000000000000000	0.86597232211648312	9999.00000000000000000	0.96008998023664349	0.30690888134991823
CD4_4.txt.bg	0.00000000000000000	0.00201867074278389	0.98359879036748199	0.01438253888973403	0.00000000000000000	0.00000000000000000	0.00000000000000000	9999.00000000000000000	0.99440924029548361	0.10713275565073452
