Mixture	CD14	CD19	CD4	CD56	CD8	P-value	Correlation	RMSE
C003N351_memb.bw.bg	0.00000000000000000	0.92226661551784761	0.00000000000000000	0.00000000000000000	0.07773338448215243	9999.00000000000000000	0.94596060182212427	0.32409612841032220
CD14-PBMC-1389.bg	0.99931386557048629	0.00026518927553127	0.00000000000000000	0.00013346031584694	0.00028748483813547	9999.00000000000000000	0.97857251951150637	0.40612156211887834
F-1697-T-Bulk.bg	0.40607668360792237	0.00036149501741271	0.14282003323668541	0.00029585062500799	0.45044593751297163	9999.00000000000000000	0.47209326395381512	0.87995200536328244
S00C2F51_CD8.bw.bg	0.11499118028123176	0.13592230051696205	0.35750087830651933	0.11930643217128332	0.27227920872400357	9999.00000000000000000	0.51876358543345746	0.90798636090495388
S009W451_CD4.bw.bg	0.06161737375599869	0.09017381827832359	0.58776770994386685	0.07234478738831610	0.18809631063349475	9999.00000000000000000	0.79610364808788214	0.71795203061057655
CD19_2.txt.bg	0.00190399291288273	0.89794919650099314	0.00000000000000000	0.02193213753161703	0.07821467305450712	9999.00000000000000000	0.94742550682607130	0.32512093570287842
Eos_1.txt.bg	0.69896722242016063	0.04931492045715763	0.00000000000000000	0.14150024827481703	0.11021760884786458	9999.00000000000000000	0.68664640883529060	0.74987862437463360
Eos_4.txt.bg	0.72572367467252941	0.04489006826198880	0.02231859695949105	0.09061303363381262	0.11645462647217804	9999.00000000000000000	0.64408452139762085	0.80642703109601377
S008H151_CD4.bw.bg	0.05544609291960845	0.07224502441359568	0.65927849062900135	0.06052984089998948	0.15250055113780508	9999.00000000000000000	0.80401044576714242	0.69073840665768582
C0067N51_cytnk.bw.bg	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.97830518283501777	0.02169481716498221	9999.00000000000000000	0.92425105686613040	0.38657987072778044
C006G551_cytnk.bw.bg	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.97906139218646704	0.02093860781353298	9999.00000000000000000	0.94203915362072288	0.33893244217488294
CD56-PBMC-1313.bg	0.00000000000000000	0.00000000000000000	0.00006468147953118	0.99993531852046880	0.00000000000000000	9999.00000000000000000	0.96466436181854487	0.26463612364184325
Eos_5.txt.bg	0.73359593927098810	0.04112969246731926	0.00000000000000000	0.09721048912450651	0.12806387913718603	9999.00000000000000000	0.71816013987105121	0.72433069604203326
CD8_1.txt.bg	0.00000000000000000	0.00550239207393789	0.07243047996921345	0.23969062991790449	0.68237649803894429	9999.00000000000000000	0.69465003878314124	0.77165292505948724
S01E8O51_cytnk.bw.bg	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.98512547449940957	0.01487452550059044	9999.00000000000000000	0.93108524314943197	0.36726505975967833
renWB_2.txt.bg	0.53573200368212970	0.07877897873664368	0.08407383600981296	0.14698448977744882	0.15443069179396482	9999.00000000000000000	0.81674588678721338	0.61635658757648859
CD56-PBMC-1389.bg	0.00032415309965905	0.00013371279907568	0.00024463245158519	0.99896450470405773	0.00033299694562231	9999.00000000000000000	0.94335793644291921	0.33480210875224758
CD19_4.txt.bg	0.00143024122545109	0.88582656832881079	0.00000000000000000	0.01334837008325688	0.09939482036248125	9999.00000000000000000	0.95382367859766770	0.30394013692435429
NBC_NC11_83_naiveb.bw.bg	0.00024656926717769	0.99927693319915656	0.00023284670248308	0.00001365600233290	0.00022999482884983	9999.00000000000000000	0.94485288980875903	0.34445171181722090
CD14_5.txt.bg	0.76162590746178638	0.05380305336536375	0.00000000000000000	0.06823148589850379	0.11633955327434617	9999.00000000000000000	0.95965488020404277	0.30143378918878361
C004GD51_matneu.bw.bg	0.88092781154932542	0.02274937336690736	0.00920025248067232	0.00359342887428898	0.08352913372880594	9999.00000000000000000	0.84097652007978640	0.58595554434759312
CD56_5.txt.bg	0.14833600034513392	0.06087201684728415	0.04449497012375024	0.59567394726592005	0.15062306541791182	9999.00000000000000000	0.75915517830182189	0.68741518213041886
CD4-PBMC-1382.bg	0.00000000000000000	0.00000000000000000	1.00000000000000000	0.00000000000000000	0.00000000000000000	9999.00000000000000000	0.94405664377911247	0.35039720080541625
CD14_2.txt.bg	0.78916310920126209	0.05068864535980193	0.00000000000000000	0.07728725886512211	0.08286098657381380	9999.00000000000000000	0.95882955599699071	0.30638317681089000
renPBMC_2.txt.bg	0.30450715004465134	0.07644176949583141	0.20654987919984868	0.24452414753874732	0.16797705372092128	9999.00000000000000000	0.16038145582995064	0.99710737075035849
CD8-PBMC-1382.bg	0.00003602838186901	0.00017643010847731	0.00000153623834989	0.00000000000000000	0.99978600527130379	9999.00000000000000000	0.87875701441734733	0.57861051773788863
CD14_1.txt.bg	0.76052872123412607	0.05404291656391482	0.00000000000000000	0.08074997193385551	0.10467839026810347	9999.00000000000000000	0.95293998540144698	0.32148321406067926
CD8_5.txt.bg	0.07162143769108184	0.09360775408824659	0.28510180158682968	0.19543675909374458	0.35423224754009724	9999.00000000000000000	0.54591408229194593	0.89522816358999768
Eos_2.txt.bg	0.76062873667447173	0.03461764854605601	0.00000000000000000	0.11932657811317657	0.08542703666629579	9999.00000000000000000	0.71145563187031602	0.74538897239031532
CD4_2.txt.bg	0.08660298929922759	0.07107990992636598	0.50550925865613583	0.10169627834573321	0.23511156377253742	9999.00000000000000000	0.81433364926611118	0.73110507948159587
CD19_1.txt.bg	0.00000000000000000	0.87309067782298089	0.00000000000000000	0.00000000000000000	0.12690932217701903	9999.00000000000000000	0.92692077541547413	0.37850091172199912
accWB_3045.txt.bg	0.64185547299087287	0.05973295085055242	0.06809530882549232	0.09032824059533533	0.13998802673774716	9999.00000000000000000	0.84613406346869469	0.54464996182827163
CD14-PBMC-1313.bg	0.99925202502946187	0.00037707666717913	0.00005679677422162	0.00026071676418818	0.00005338476494915	9999.00000000000000000	0.97931362377858588	0.40369325108040410
S01MAPA1_mono.bw.bg	0.93635163248745101	0.00000000000000000	0.00781426112966063	0.01170499402846666	0.04412911235442170	9999.00000000000000000	0.97409093159354299	0.34782719714952037
Eos_6.txt.bg	0.71042999044378352	0.05011725994408950	0.00000000000000000	0.12160598236214162	0.11784676724998530	9999.00000000000000000	0.67643364388973637	0.76502833194390463
renWB_6.txt.bg	0.52907385305917243	0.07972985682634028	0.11820550776225698	0.11829802819335344	0.15469275415887696	9999.00000000000000000	0.82178335958973159	0.61542230856247249
P584_CD4.bw.bg	0.00046258582274653	0.00063751666828633	0.99696652701065602	0.00063949944878202	0.00129387104952900	9999.00000000000000000	0.65683595013435458	0.77487327417217589
CD14_4.txt.bg	0.75299607841899274	0.06164036914962508	0.00000000000000000	0.07291174835533985	0.11245180407604231	9999.00000000000000000	0.95523570452335271	0.31508605415198687
CD8-PBMC-1389.bg	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	1.00000000000000000	9999.00000000000000000	0.86117889702737838	0.59578149550197923
C00256A1bs_CD8.bw.bg	0.05545633578618618	0.07595154198279844	0.25840779858760976	0.26381068840931554	0.34637363523409015	9999.00000000000000000	0.65206264659987734	0.85263223496645812
renPBMC_4.txt.bg	0.17813492508505654	0.11206483998571252	0.25508196454363596	0.22418128416717439	0.23053698621842059	9999.00000000000000000	0.21123389412988833	0.97584524683596574
renWB_3.txt.bg	0.59706575275820017	0.05959641411335011	0.09067921073937839	0.10738757359946323	0.14527104878960811	9999.00000000000000000	0.82354156269404899	0.58484729602298380
C003VO55_CD8.bw.bg	0.08904898137440755	0.11338189487510678	0.39531095635936353	0.10974193824652739	0.29251622914459474	9999.00000000000000000	0.61662527849833282	0.85784884145080020
Neu_5.txt.bg	0.80940461008855313	0.03570943048281844	0.00582556985295892	0.04895766208315612	0.10010272749251338	9999.00000000000000000	0.86161007132328948	0.53980038825059351
NBC_NC11_41_naiveb.bw.bg	0.00000000000000000	0.98584625102818224	0.00000000000000000	0.00000000000000000	0.01415374897181775	9999.00000000000000000	0.96956482641884689	0.27946619069466444
CD14_6.txt.bg	0.76201295025773164	0.05362753008143591	0.00004496647541029	0.06431663653043555	0.11999791665498663	9999.00000000000000000	0.95808948875777011	0.30541695060496349
S01BHIA1_mono.bw.bg	0.95675370089422562	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04324629910577448	9999.00000000000000000	0.97749018372414043	0.35846191650473813
CD14_3.txt.bg	0.76994906255900597	0.05234626317981406	0.00329802700437134	0.07101365014518041	0.10339299711162826	9999.00000000000000000	0.94472908060081950	0.34514815614393118
renPBMC_5.txt.bg	0.37358172472726880	0.15630688554030095	0.18907293191614805	0.12597544310659237	0.15506301470968994	9999.00000000000000000	0.75353676915409473	0.75899274703536701
BULK-Tumor-1313.bg	0.15531564143427268	0.09889977774397646	0.34173495200464171	0.00953336838095669	0.39451626043615240	9999.00000000000000000	0.32957596334847744	0.94445408090460814
CD19-PBMC-1382.bg	0.06451922287400916	0.93548077712599087	0.00000000000000000	0.00000000000000000	0.00000000000000000	9999.00000000000000000	0.86280497418253788	0.53386921219036676
BULK-Tumor-1382.bg	0.15982749043294955	0.07746164170042946	0.18767242893681227	0.02739531724687031	0.54764312168293827	9999.00000000000000000	0.33111145213936893	0.94515295416233125
CD8_4.txt.bg	0.05084994178841385	0.08285894250032992	0.24555300887368478	0.19306237131358442	0.42767573552398702	9999.00000000000000000	0.64933892405140392	0.85877817723296135
Neu_1.txt.bg	0.78161464407244607	0.03339256149795994	0.00000000000000000	0.08408268376664653	0.10091011066294749	9999.00000000000000000	0.83550521462668093	0.57498351891140798
Neu_4.txt.bg	0.86000286347700772	0.02181309229462281	0.00000000000000000	0.03982807635693587	0.07835596787143360	9999.00000000000000000	0.84869003906745133	0.58865371580479664
CD4-PBMC-1313.bg	0.00004614569305943	0.00001204846701148	0.99984599508488559	0.00000000000000000	0.00009581075504348	9999.00000000000000000	0.93280741127102806	0.37686569272449544
accWB_3093.txt.bg	0.44919019566664320	0.08760284755317350	0.14953321470910852	0.15572520977840901	0.15794853229266570	9999.00000000000000000	0.77214531926251795	0.69924101720724308
CD4_5.txt.bg	0.10703723375262780	0.07404296951985832	0.52830204393313984	0.09455136280820330	0.19606638998617071	9999.00000000000000000	0.74347739300594318	0.75898783137164105
P586_CD4.bw.bg	0.00002453338560113	0.00003211569041643	0.78888366050615222	0.00000000000000000	0.21105969041783029	9999.00000000000000000	0.71130295994647985	0.72387954075326777
reinGran_2.txt.bg	0.77386281471377483	0.03354638198239172	0.00288778747249486	0.07450092523631467	0.11520209059502393	9999.00000000000000000	0.87025333808160288	0.51053260857971383
Neu_2.txt.bg	0.82739820660206176	0.01115585376145574	0.00000000000000000	0.07505047845183439	0.08639546118464807	9999.00000000000000000	0.84330551481241034	0.58321633913497806
CD8_2.txt.bg	0.04477265566638658	0.04870224353859838	0.23086314829756155	0.22764332493484951	0.44801862756260397	9999.00000000000000000	0.67639643394384708	0.83495695980867446
CD56_6.txt.bg	0.03840539391229483	0.00000000000000000	0.00000000000000000	0.81279962810183570	0.14879497798586949	9999.00000000000000000	0.85993216234130565	0.51437310083639298
CD8_6.txt.bg	0.02274796939985734	0.03673496553185554	0.15136363549249532	0.32564727229826140	0.46350615727753031	9999.00000000000000000	0.69097889246222544	0.79938553546453739
CD14-PBMC-1382.bg	0.99916176044106053	0.00016694127939355	0.00023658423456297	0.00025131252702834	0.00018340151795458	9999.00000000000000000	0.97978647249398032	0.40206444495325888
CD56_3.txt.bg	0.01777481799041086	0.00000000000000000	0.00000000000000000	0.60918096348440076	0.37304421852518832	9999.00000000000000000	0.81185327310193767	0.61831974458806949
CD4_1.txt.bg	0.15973113191589350	0.03003491859411163	0.50692882759504720	0.07839230390082845	0.22491281799411916	9999.00000000000000000	0.78070601519757343	0.73790948542287382
S01E03A1_mono.bw.bg	0.98721652016744910	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01278347983255095	9999.00000000000000000	0.97452556461444095	0.40471895052153001
F-1393-T-Bulk.bg	0.27444875188282786	0.00170114608739100	0.18867112083449175	0.00204203189898637	0.53313694929630306	9999.00000000000000000	0.42592340569232395	0.90536782924058001
C00184A3bs_matneu.bw.bg	0.98829349916696119	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01170650083303886	9999.00000000000000000	0.88704269609145514	0.55444081889838615
renWB_5.txt.bg	0.68422812611181072	0.05193865913376682	0.04787080715858871	0.07886721186317927	0.13709519573265447	9999.00000000000000000	0.86379377060046780	0.51196599345763349
Neu_3.txt.bg	0.83652668237327854	0.00000000000000000	0.00000000000000000	0.06134484468091797	0.10212847294580357	9999.00000000000000000	0.85208412862040595	0.57144539010217044
Cd4_3.txt.bg	0.10558441792795073	0.06844462686062346	0.51605141712791203	0.09231214276703584	0.21760739531647802	9999.00000000000000000	0.79692114680441950	0.73579788449347028
C002CTA1bs_cytnk.bw.bg	0.00000000000000000	0.00000000000000000	0.00901156515528571	0.97245612240666846	0.01853231243804585	9999.00000000000000000	0.94243184339562125	0.33826071398022362
C001UYA1bs_matneu.bw.bg	0.98963539698442904	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01036460301557096	9999.00000000000000000	0.87062341954630640	0.62867293573165006
renPBMC_1.txt.bg	0.29575635086599139	0.02251019676906727	0.24908169897229207	0.18065702306485071	0.25199473032779862	9999.00000000000000000	0.22981197544812410	0.97551436815222348
